bus_id,stop_id,arrival_time,report_count,unique_reporters,reports_per_minute,time_since_last_report_s,time_since_first_report_s,distance_mean,distance_median,distance_std,pct_within_radius,acc_mean,weighted_dist_mean,prev_arrival_time,time_since_last_arrival_s,t_mean,t_std,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_early_morning,is_mid_day,is_evening,is_night,confirm_prob,rain_1h,snow_1h,temperature,wind_speed,humidity,visibility,weather_delay_multiplier
9,17,1705898360,7,6,0.01,72.0,512.0,146.85,155.24,45.26,0.66,0.001874,129.97,1705896380.9,1979.2,573.55,122.33,10,0,0,0,0,1,0,0,0.4605,0.0,0,34.38,7.89,67.42,10000.0,1.0
3,3,1706155855,15,15,0.04,262.9,60.1,92.85,88.76,19.86,0.46,0.002217,79.07,1706151826.6,4028.9,1022.12,173.52,9,3,0,1,0,1,0,0,0.6769,0.0,0,25.18,1.24,58.43,10000.0,1.0
2,6,1706627502,19,14,0.03,227.4,494.6,18.82,22.31,5.99,0.51,0.004232,17.18,1706620990.0,6512.9,401.32,90.67,20,1,0,0,0,0,1,0,0.7347,0.0,0,27.24,3.18,66.93,10000.0,1.0
5,10,1704147951,11,3,0.07,220.4,383.4,41.6,47.88,15.11,0.53,0.002032,49.74,1704142769.9,5181.4,778.18,201.97,3,1,0,0,0,0,0,1,0.4681,0.0,0,25.71,3.41,73.58,10000.0,1.0
6,9,1706128904,16,5,0.04,38.9,110.7,455.72,486.56,158.95,0.92,0.003073,458.9,1706124780.6,4124.3,585.25,92.85,2,3,0,0,0,0,0,1,0.4911,3.0,0,25.61,6.46,92.85,6773.5,1.36
9,18,1705716149,23,7,0.22,74.1,484.8,485.68,439.57,88.14,0.63,0.004927,440.79,1705712151.5,3997.6,1102.33,55.92,7,5,1,1,1,0,0,0,0.6191,0.1,0,25.62,5.23,93.15,5955.4,1.09
1,1,1705279806,17,3,0.12,185.2,211.6,111.43,112.17,11.33,0.31,0.001486,90.78,1705277422.7,2383.3,604.97,151.63,6,0,0,0,1,0,0,0,0.4987,0.0,0,23.43,9.39,91.66,4174.0,1.12
5,8,1705112462,17,9,0.03,161.8,535.1,291.64,236.77,88.26,0.33,0.002528,341.74,1705109770.9,2692.1,650.89,151.31,7,5,1,1,1,0,0,0,0.517,0.0,0,33.82,3.32,63.42,10000.0,1.0
6,14,1705817583,13,7,0.02,217.8,526.0,11.03,11.99,3.85,0.33,0.004422,9.96,1705812191.0,5392.6,1020.32,220.05,11,6,1,0,0,1,0,0,0.5228,0.0,0,24.55,5.95,76.93,10000.0,1.0
5,9,1706442232,19,15,0.04,126.7,408.9,326.76,377.48,91.36,0.65,0.001125,276.54,1706439599.4,2633.3,454.66,95.24,17,6,1,1,0,0,1,0,0.6919,0.0,0,24.45,9.92,91.89,6316.1,1.07
9,20,1706223272,12,3,0.04,29.9,275.7,455.97,512.15,75.15,0.63,0.004175,377.06,1706219380.8,3891.9,1066.66,161.04,4,4,0,0,0,0,0,1,0.4392,0.0,0,20.47,6.31,92.05,6447.0,1.07
9,15,1704662715,3,3,0.01,132.1,232.2,295.28,280.06,82.77,0.79,0.003598,280.46,1704660014.4,2701.0,687.48,58.88,2,0,0,0,0,0,0,1,0.357,0.0,0,33.9,2.39,56.92,10000.0,1.0
2,6,1704142160,11,11,0.16,125.8,228.1,341.79,356.25,71.56,0.45,0.004946,335.5,1704136643.9,5516.7,426.5,73.1,2,1,0,0,0,0,0,1,0.5159,0.0,0,24.17,9.68,75.11,10000.0,1.0
9,15,1705111663,22,11,0.09,52.2,72.6,380.54,374.23,71.08,0.93,0.001023,449.94,1705108168.4,3495.4,1099.56,220.72,7,5,1,1,1,0,0,0,0.7439,3.5,0,27.9,4.51,80.77,8844.5,1.37
10,19,1705122246,22,4,0.04,146.0,347.4,92.49,83.12,32.51,0.55,0.004221,100.22,1705119490.1,2756.7,756.7,165.98,10,5,1,0,0,1,0,0,0.6014,0.0,0,25.41,5.9,81.61,10000.0,1.0
7,16,1704504507,13,13,0.03,66.2,482.5,369.94,340.42,73.16,0.85,0.002577,404.1,1704501908.3,2599.1,1067.3,243.05,6,5,1,0,1,0,0,0,0.6488,0.0,0,34.07,6.34,52.65,10000.0,1.0
5,10,1705665120,15,12,0.29,225.0,356.6,38.29,41.06,9.19,0.32,0.004863,45.17,1705660550.9,4569.7,384.31,91.72,17,4,0,1,0,0,1,0,0.6156,0.0,0,29.92,5.42,56.05,10000.0,1.0
6,9,1705473575,11,11,0.03,260.3,589.6,209.72,237.19,69.07,0.7,0.004802,184.59,1705471185.2,2390.0,1068.57,170.74,12,2,0,0,0,1,0,0,0.5682,0.0,0,29.08,1.56,82.86,10000.0,1.0
2,3,1706373340,13,13,0.03,278.3,70.3,243.65,261.95,77.19,0.78,0.001105,224.1,1706369603.6,3737.1,1023.99,122.56,22,5,1,0,0,0,0,1,0.6308,0.0,0,21.26,9.98,97.45,3035.5,1.14
10,20,1705880920,8,7,0.26,18.0,244.6,320.12,264.94,32.56,0.96,0.004199,359.71,1705874344.9,6575.9,930.03,70.78,5,0,0,0,1,0,0,0,0.5596,0.0,0,26.39,3.52,79.46,10000.0,1.0
4,14,1705868757,11,3,0.03,191.5,371.6,351.9,282.38,45.85,0.91,0.003568,297.42,1705862410.1,6347.2,518.01,87.84,1,0,0,0,0,0,0,1,0.5128,0.0,0,24.87,7.0,79.2,10000.0,1.0
3,4,1704619803,7,3,0.01,279.1,278.8,453.99,421.58,110.29,0.46,0.003382,540.98,1704614744.7,5058.9,622.03,131.84,15,6,1,0,0,1,0,0,0.3104,0.0,0,26.23,5.53,67.77,10000.0,1.0
3,6,1705266114,4,4,0.01,192.9,344.2,236.95,211.8,45.25,0.5,0.003035,200.93,1705259363.9,6750.7,948.59,142.63,2,0,0,0,0,0,0,1,0.3633,0.3,0,27.29,3.44,91.48,7886.9,1.08
7,20,1705169741,18,6,0.03,177.1,312.2,176.78,207.93,22.06,0.95,0.00422,150.61,1705164890.8,4850.9,1079.89,208.37,23,5,1,0,0,0,0,1,0.6743,0.0,0,29.44,4.8,83.86,10000.0,1.0
5,9,1705086597,19,5,0.2,17.5,364.9,465.78,529.92,141.02,0.4,0.001644,535.75,1705083809.9,2787.2,550.6,45.37,0,5,1,0,0,0,0,1,0.4415,0.0,0,31.76,3.42,68.88,10000.0,1.0
7,15,1705340853,5,5,0.06,152.1,268.0,434.25,430.08,57.88,0.74,0.003969,347.9,1705334415.6,6438.4,467.42,87.88,23,0,0,0,0,0,0,1,0.4259,0.0,0,22.49,8.83,94.36,4484.6,1.11
4,9,1705962446,4,4,0.01,15.6,273.2,466.1,396.32,149.68,0.98,0.000735,500.06,1705958118.5,4328.0,821.26,58.58,3,1,0,0,0,0,0,1,0.3548,0.0,0,20.26,8.04,93.67,6293.2,1.07
6,10,1705528944,21,10,0.55,116.8,242.2,19.47,16.55,4.36,0.65,0.002319,19.71,1705523930.7,5013.7,308.93,51.29,3,3,0,0,0,0,0,1,0.7266,0.0,0,29.78,7.1,75.38,10000.0,1.0
4,8,1704931351,15,15,0.05,292.9,127.8,18.3,20.28,6.26,0.38,0.001695,14.77,1704927967.3,3383.9,995.83,178.74,5,3,0,0,1,0,0,0,0.6756,0.0,0,26.09,1.01,72.43,10000.0,1.0
7,17,1704856882,13,7,0.02,204.3,355.4,416.58,434.27,78.04,0.44,0.001185,483.15,1704851248.2,5634.7,1143.64,229.67,8,2,0,1,1,0,0,0,0.4719,1.3,0,22.36,9.91,88.43,7328.8,1.18
2,7,1704724899,15,9,0.1,219.1,394.7,449.08,511.44,87.37,0.49,0.004917,453.97,1704718204.9,6694.7,447.49,94.29,20,0,0,0,0,0,1,0,0.5263,3.3,0,27.68,5.85,81.75,7899.9,1.37
6,13,1704272950,18,17,0.03,151.7,184.3,31.84,30.76,6.07,0.83,0.002094,37.55,1704265953.7,6996.5,858.82,242.33,14,2,0,0,0,1,0,0,0.8315,0.0,0,24.57,5.13,92.11,3721.2,1.13
9,17,1705540786,8,8,0.01,203.9,134.0,497.54,502.96,108.24,0.76,0.00099,524.71,1705536296.1,4490.5,666.01,191.98,6,3,0,0,1,0,0,0,0.46,0.0,0,30.23,5.13,54.38,10000.0,1.0
2,3,1706470052,22,18,0.04,61.1,488.0,454.87,535.6,176.51,0.67,0.004898,501.69,1706467379.1,2673.0,729.21,167.41,0,0,0,0,0,0,0,1,0.6905,0.0,0,25.48,7.0,77.81,10000.0,1.0
10,17,1704530317,9,5,0.26,110.3,560.1,122.05,128.61,20.34,0.53,0.004316,133.22,1704528002.6,2315.2,685.83,39.29,14,5,1,0,0,1,0,0,0.4677,0.0,0,29.81,2.07,63.25,10000.0,1.0
2,5,1704821389,19,1,0.34,229.5,260.7,202.3,222.88,75.97,0.97,0.003097,190.74,1704815337.0,6052.8,525.9,100.46,22,1,0,0,0,0,0,1,0.5602,0.0,0,22.15,2.72,93.54,3961.6,1.12
6,13,1706481475,11,9,0.21,15.6,154.6,434.72,396.89,167.43,0.71,0.002465,448.64,1706476885.5,4590.2,982.9,118.56,4,0,0,0,0,0,0,1,0.441,0.9,0,27.36,4.78,93.93,8570.2,1.12
7,19,1706124107,20,15,0.06,65.3,197.9,154.89,160.7,17.01,0.75,0.00214,142.2,1706117558.1,6549.3,714.0,52.67,0,3,0,0,0,0,0,1,0.797,0.0,0,33.27,7.54,50.95,10000.0,1.0
7,19,1706107364,4,3,0.01,141.7,84.5,152.11,178.34,33.09,0.68,0.002894,157.62,1706105233.7,2131.2,625.96,144.46,20,2,0,0,0,0,1,0,0.3964,0.0,0,25.2,1.09,69.07,10000.0,1.0
5,8,1705253353,4,4,0.03,200.6,460.6,425.73,412.55,81.26,0.53,0.003707,479.67,1705250572.4,2780.7,633.85,174.62,22,6,1,0,0,0,0,1,0.3323,0.0,0,24.84,4.54,97.8,6017.0,1.08
1,5,1705657533,16,10,0.04,54.4,481.5,296.05,349.6,33.37,0.49,0.003207,271.96,1705651875.4,5657.9,983.1,74.35,15,4,0,0,0,1,0,0,0.6058,0.0,0,27.08,4.32,75.18,10000.0,1.0
6,11,1706490741,8,8,0.02,141.2,557.3,350.35,382.44,125.6,0.49,0.004132,307.64,1706487076.4,3664.8,602.05,177.38,6,0,0,0,1,0,0,0,0.3888,0.0,0,33.57,7.54,64.02,10000.0,1.0
6,12,1705525892,17,3,0.06,154.5,269.1,454.22,366.29,152.01,0.39,0.004089,475.28,1705519539.0,6353.7,387.76,73.58,2,3,0,0,0,0,0,1,0.3744,1.4,0,26.24,4.87,85.69,7162.9,1.2
2,6,1704923498,6,6,0.05,241.0,358.5,204.31,174.21,73.47,0.41,0.001894,187.15,1704916993.2,6505.6,905.43,225.61,3,3,0,0,0,0,0,1,0.3706,0.6,0,25.75,9.15,86.43,8331.3,1.09
9,17,1704154510,8,1,0.02,89.9,225.7,182.95,191.83,36.63,0.81,0.00232,151.36,1704148478.0,6032.3,557.18,88.14,5,1,0,0,1,0,0,0,0.4369,0.0,0,24.11,4.37,89.32,3226.3,1.14
6,11,1706560210,20,7,0.05,63.7,285.9,377.96,317.69,69.3,0.49,0.002444,450.58,1706558046.2,2164.5,766.83,72.73,2,1,0,0,0,0,0,1,0.5744,7.1,0,22.68,7.34,83.07,7951.5,1.75
9,16,1705222312,12,7,0.07,65.6,320.8,141.58,129.54,42.05,0.98,0.003216,117.62,1705220104.5,2208.2,1156.28,143.75,14,6,1,0,0,1,0,0,0.6025,0.0,0,24.55,6.61,76.98,10000.0,1.0
7,20,1705753524,22,3,0.09,171.3,303.4,339.31,350.65,87.45,0.47,0.000509,295.07,1705751092.3,2432.2,704.18,142.99,17,5,1,1,0,0,1,0,0.5165,0.0,0,21.28,7.95,97.21,3026.7,1.14
3,5,1705732730,1,1,0.0,281.2,352.7,470.43,417.83,149.46,0.73,0.003827,416.74,1705727339.8,5391.0,748.24,176.36,12,5,1,0,0,1,0,0,0.224,0.8,0,27.34,8.75,76.69,8228.8,1.11
7,19,1706216117,19,17,0.06,202.8,438.5,109.97,116.75,38.0,0.34,0.004602,89.28,1706212395.7,3722.2,314.23,21.77,2,4,0,0,0,0,0,1,0.712,0.0,0,34.11,4.82,57.1,10000.0,1.0
5,10,1704627172,11,11,0.14,285.7,512.8,404.49,456.75,153.63,0.68,0.001401,423.39,1704621361.1,5811.6,964.13,173.89,17,6,1,1,0,0,1,0,0.4796,0.0,0,24.41,9.29,72.42,10000.0,1.0
7,19,1705605491,17,1,0.03,201.6,485.2,232.63,244.75,40.6,0.79,0.002424,227.28,1705600185.2,5306.3,1142.65,75.42,0,4,0,0,0,0,0,1,0.5372,3.5,0,23.75,3.71,83.88,5087.7,1.45
8,18,1705407820,22,4,0.15,87.9,445.0,15.63,15.06,5.9,0.38,0.002824,17.42,1705400930.5,6889.7,972.1,223.72,17,1,0,1,0,0,1,0,0.5938,0.0,0,24.96,1.07,90.8,6223.4,1.08
4,12,1706497862,23,13,0.11,274.6,574.5,170.1,160.2,42.81,0.96,0.004443,143.06,1706493941.5,3920.7,798.03,140.28,8,0,0,1,1,0,0,0,0.8199,0.0,0,21.16,8.54,96.16,5707.8,1.09
3,6,1706302117,22,9,0.18,203.7,156.8,350.04,312.18,47.35,0.42,0.000509,380.66,1706296362.0,5755.0,763.44,68.97,2,5,1,0,0,0,0,1,0.6348,0.0,0,25.84,2.49,50.38,10000.0,1.0
5,12,1706424897,10,10,0.11,70.6,340.4,307.8,276.45,36.11,0.57,0.001554,273.27,1706417914.3,6983.3,854.67,161.72,12,6,1,0,0,1,0,0,0.5486,1.1,0,24.57,7.32,85.82,7785.7,1.15
2,7,1704517630,19,13,0.04,191.3,347.6,66.54,69.36,8.99,0.54,0.001143,71.66,1704514716.8,2913.8,652.67,178.78,10,5,1,0,0,1,0,0,0.7212,0.0,0,25.23,4.77,75.16,10000.0,1.0
5,9,1704173577,11,3,0.03,190.4,431.9,134.1,107.82,42.52,0.67,0.004263,151.34,1704167223.6,6354.0,736.59,98.27,11,1,0,0,0,1,0,0,0.4695,0.0,0,28.75,2.65,74.03,10000.0,1.0
3,1,1706328292,15,3,0.4,125.9,409.8,17.6,16.06,2.86,0.33,0.002657,15.36,1706322480.0,5812.6,1063.14,198.16,9,5,1,1,0,1,0,0,0.488,0.0,0,34.82,5.62,59.01,10000.0,1.0
4,11,1706665452,3,3,0.04,220.1,388.5,356.25,338.36,75.11,0.33,0.002075,417.42,1706661604.6,3847.8,1048.23,273.15,7,2,0,1,1,0,0,0,0.2722,0.0,0,28.73,1.86,62.64,10000.0,1.0
8,18,1704391734,4,4,0.01,166.7,341.4,181.6,194.49,59.48,0.31,0.001433,197.09,1704387847.1,3887.7,896.24,122.55,23,3,0,0,0,0,0,1,0.3106,0.0,0,26.34,3.32,68.17,10000.0,1.0
7,18,1705649027,10,5,0.03,228.7,225.7,213.34,231.49,46.05,0.71,0.001334,221.85,1705642575.1,6452.2,1081.78,249.98,12,4,0,0,0,1,0,0,0.4913,0.0,0,24.47,2.2,92.25,5338.7,1.09
4,9,1705277083,6,6,0.02,225.7,181.5,269.07,304.15,64.29,0.49,0.003446,303.92,1705274942.1,2141.0,999.11,255.19,5,0,0,0,1,0,0,0,0.3967,0.0,0,29.62,8.08,69.67,10000.0,1.0
2,7,1706113933,1,1,0.02,81.6,78.2,440.8,395.56,117.78,0.33,0.003501,409.6,1706107284.6,6648.8,1099.31,144.36,22,2,0,0,0,0,0,1,0.1747,0.0,0,25.41,8.6,97.95,6301.7,1.07
4,9,1704732430,16,12,0.07,225.7,495.6,430.43,516.11,74.23,0.33,0.00235,366.74,1704730509.5,1921.1,624.38,153.56,22,0,0,0,0,0,0,1,0.5634,0.0,0,23.4,3.09,89.07,5617.4,1.09
1,5,1704153076,24,18,0.06,96.1,131.6,260.7,209.12,99.46,0.59,0.002311,249.29,1704150902.3,2174.4,874.49,203.98,5,1,0,0,1,0,0,0,0.7766,0.0,0,28.06,6.21,67.77,10000.0,1.0
2,4,1705581103,14,2,0.06,160.7,174.3,497.86,593.67,146.8,0.86,0.003718,516.41,1705579015.7,2088.1,709.29,155.12,18,3,0,1,0,0,1,0,0.4238,0.0,0,28.07,9.48,72.46,10000.0,1.0
8,20,1704517189,23,9,0.06,292.4,97.7,281.8,309.73,96.68,0.59,0.001419,230.21,1704512258.9,4930.5,707.62,203.22,10,5,1,0,0,1,0,0,0.6323,0.1,0,26.11,5.08,75.5,5685.7,1.1
8,19,1705266029,3,3,0.03,173.9,209.6,461.44,476.8,128.21,0.55,0.000734,375.01,1705261943.4,4086.0,376.11,75.87,2,0,0,0,0,0,0,1,0.2625,0.0,0,25.29,2.9,96.48,5636.2,1.09
9,18,1706356287,24,16,0.1,241.0,537.7,71.36,62.81,11.76,0.78,0.003214,74.75,1706349407.6,6880.2,998.32,81.85,17,5,1,1,0,0,1,0,0.873,0.0,0,26.09,4.56,73.71,10000.0,1.0
8,18,1705836247,19,14,0.08,26.0,173.8,122.39,120.88,22.1,0.37,0.001254,105.12,1705829193.3,7054.6,983.36,287.08,16,6,1,0,0,1,0,0,0.69,1.2,0,23.67,3.69,90.97,6305.0,1.19
4,14,1704704055,7,7,0.03,94.2,586.7,93.36,108.23,31.09,0.35,0.00494,84.82,1704701723.2,2332.3,1046.38,237.18,14,0,0,0,0,1,0,0,0.4286,1.9,0,22.94,3.73,84.57,8122.2,1.23
9,18,1704916500,16,16,0.06,295.3,273.7,360.44,329.0,75.38,0.43,0.002062,367.25,1704909344.5,7155.6,897.78,89.61,1,3,0,0,0,0,0,1,0.6433,0.0,0,24.27,6.06,67.53,10000.0,1.0
5,11,1706077495,20,18,0.07,198.5,362.2,346.65,368.57,46.83,0.86,0.001055,374.18,1706073448.4,4047.2,762.47,210.31,11,2,0,0,0,1,0,0,0.8351,0.0,0,33.9,5.59,66.36,10000.0,1.0
5,9,1706024133,22,4,0.04,280.0,460.5,146.91,125.27,52.36,0.42,0.004344,146.37,1706020138.2,3995.4,1112.87,223.65,21,1,0,0,0,0,0,1,0.5548,1.7,0,25.35,3.28,82.42,8142.6,1.21
6,10,1706542215,17,5,0.13,203.5,179.1,116.92,134.42,20.45,0.48,0.000503,134.26,1706536135.7,6080.0,864.6,205.4,21,0,0,0,0,0,0,1,0.5554,0.0,0,26.52,4.16,59.17,10000.0,1.0
3,2,1704337268,18,13,0.03,184.9,559.2,395.05,409.26,40.27,0.84,0.003661,413.26,1704331362.5,5906.3,761.63,172.14,8,3,0,1,1,0,0,0,0.7389,0.0,0,29.61,7.37,72.52,10000.0,1.0
7,20,1705337982,21,16,0.09,155.6,392.2,456.2,457.99,114.22,0.34,0.000657,465.53,1705333816.7,4166.2,1055.26,95.15,22,0,0,0,0,0,0,1,0.6448,0.0,0,24.15,3.14,73.98,10000.0,1.0
4,8,1704197600,13,13,0.02,60.8,558.1,350.86,366.4,56.12,0.34,0.003058,372.12,1704194662.2,2938.2,800.81,211.51,17,1,0,1,0,0,1,0,0.5627,0.0,0,25.01,3.86,97.06,4463.5,1.11
7,17,1706036712,9,9,0.06,106.8,76.3,481.13,513.44,182.81,0.49,0.003252,515.48,1706033197.4,3514.8,1063.3,304.94,0,2,0,0,0,0,0,1,0.3574,0.0,0,25.31,3.53,94.61,4109.9,1.12
7,15,1706623629,9,4,0.02,297.1,228.4,176.59,146.84,41.12,0.48,0.002045,200.22,1706616778.3,6851.6,467.16,66.86,19,1,0,1,0,0,1,0,0.4234,0.0,0,29.57,1.83,66.24,10000.0,1.0
7,18,1704530554,24,14,0.08,274.4,162.3,12.46,10.27,4.63,0.75,0.001729,10.85,1704527165.2,3389.0,403.32,115.1,14,5,1,0,0,1,0,0,0.844,0.0,0,32.84,8.78,59.25,10000.0,1.0
10,18,1704765995,2,2,0.0,273.2,229.5,348.62,316.77,54.8,0.43,0.002039,338.85,1704759708.5,6287.1,407.9,95.34,7,1,0,1,1,0,0,0,0.2851,0.0,0,23.19,3.7,88.74,4971.3,1.1
1,3,1705660844,21,5,0.09,18.3,177.7,17.44,18.0,2.3,0.91,0.002854,18.83,1705656825.8,4018.6,804.52,229.82,16,4,0,0,0,1,0,0,0.7069,0.2,0,23.52,1.68,90.6,5394.9,1.11
7,18,1705049315,6,5,0.09,180.5,459.0,25.9,27.54,6.73,0.37,0.001276,26.6,1705045915.0,3400.3,1144.48,291.48,14,4,0,0,0,1,0,0,0.4147,0.0,0,29.9,9.73,70.19,10000.0,1.0
8,16,1705237158,2,2,0.01,69.4,594.3,291.47,249.26,89.37,0.93,0.003853,242.09,1705230520.4,6637.8,1014.54,90.88,18,6,1,1,0,0,1,0,0.3503,0.1,0,25.34,4.23,78.12,8338.4,1.04
7,18,1706442417,14,14,0.06,243.5,504.8,198.46,195.21,37.9,0.95,0.001034,232.89,1706436924.3,5492.9,778.41,45.28,17,6,1,1,0,0,1,0,0.7307,0.0,0,29.76,2.45,58.15,10000.0,1.0
7,17,1705781213,17,14,0.03,71.1,189.1,261.03,289.59,29.55,0.79,0.003417,232.99,1705775734.4,5479.3,1146.16,70.71,1,6,1,0,0,0,0,1,0.7415,0.0,0,21.92,9.66,90.7,6597.0,1.07
3,7,1705230946,13,6,0.03,199.2,97.9,203.68,177.75,29.95,0.88,0.000689,197.09,1705228238.4,2708.3,1091.4,206.56,16,6,1,0,0,1,0,0,0.5919,0.0,0,21.39,9.62,91.53,5925.9,1.08
3,5,1704665596,7,7,0.01,192.4,400.1,207.57,228.53,53.84,0.77,0.002428,226.79,1704659343.9,6252.1,431.79,111.5,3,0,0,0,0,0,0,1,0.49,0.0,0,30.4,4.88,66.89,10000.0,1.0
7,19,1705069472,10,10,0.06,166.5,208.2,451.78,400.31,165.04,0.69,0.004228,490.24,1705063910.8,5562.2,591.91,64.21,19,4,0,1,0,0,1,0,0.4433,0.0,0,27.11,8.38,67.14,10000.0,1.0
2,6,1705210966,20,16,0.05,139.0,481.3,498.84,437.21,118.67,0.6,0.00187,438.59,1705208811.8,2154.7,1098.41,170.21,11,6,1,0,0,1,0,0,0.6817,0.0,0,22.98,2.17,96.92,6105.2,1.08
3,7,1705584968,10,10,0.02,208.7,243.9,404.43,332.02,59.81,0.53,0.000846,361.56,1705578685.7,6282.8,1153.43,145.51,19,3,0,1,0,0,1,0,0.5172,0.0,0,21.59,1.32,88.64,4110.9,1.12
3,1,1706507567,16,16,0.45,258.1,454.8,473.91,527.29,91.99,0.47,0.00364,448.15,1706502709.6,4857.6,305.63,20.01,11,0,0,0,0,1,0,0,0.6347,1.5,0,25.4,5.62,90.03,5527.9,1.24
7,17,1704612608,13,11,0.03,71.2,182.1,410.48,481.15,52.79,0.62,0.002019,471.34,1704610357.3,2251.0,490.01,116.68,13,6,1,0,0,1,0,0,0.5912,0.0,0,24.31,4.98,74.85,10000.0,1.0
8,17,1704946567,15,14,0.04,68.8,172.6,155.23,180.74,41.02,0.81,0.00206,149.5,1704944089.8,2478.1,454.17,116.65,9,3,0,1,0,1,0,0,0.7117,1.8,0,24.03,9.78,91.06,5986.1,1.26
7,17,1705013167,4,4,0.02,126.3,189.9,339.47,383.74,102.49,0.88,0.002286,292.8,1705007382.3,5784.9,624.43,136.01,4,4,0,0,0,0,0,1,0.3809,0.0,0,21.62,2.41,86.06,6970.3,1.06
5,14,1706663387,3,3,0.01,231.6,294.6,228.76,239.62,68.54,0.65,0.003402,185.16,1706659267.3,4120.0,551.04,45.35,6,2,0,0,1,0,0,0,0.3426,0.0,0,26.0,5.71,62.06,10000.0,1.0
8,15,1704783890,1,1,0.0,91.7,173.6,385.03,346.99,138.48,0.37,0.001067,458.82,1704778451.3,5438.7,1062.2,139.24,12,1,0,0,0,1,0,0,0.1629,0.0,0,31.76,6.43,61.88,10000.0,1.0
6,9,1705856124,10,10,0.06,189.5,463.4,117.17,96.55,16.32,0.72,0.004323,95.84,1705850359.7,5764.4,607.19,103.0,22,6,1,0,0,0,0,1,0.5985,0.0,0,34.29,5.19,56.64,10000.0,1.0
1,7,1704108064,16,7,0.04,130.8,356.0,95.58,87.78,28.59,0.98,0.000727,110.5,1704103149.7,4915.2,807.53,141.37,16,0,0,0,0,1,0,0,0.6636,0.0,0,25.69,6.41,51.8,10000.0,1.0
4,9,1704992364,22,6,0.05,91.5,343.8,351.94,408.29,118.83,0.77,0.003558,414.71,1704988967.2,3397.5,301.0,35.51,22,3,0,0,0,0,0,1,0.5899,0.0,0,27.18,6.7,63.24,10000.0,1.0
10,16,1705654051,6,6,0.03,201.2,360.6,177.94,151.93,22.83,0.88,0.004633,188.6,1705651693.4,2358.5,661.82,153.7,14,4,0,0,0,1,0,0,0.5156,0.0,0,28.68,1.0,67.36,10000.0,1.0
3,4,1705972459,19,14,0.51,164.4,519.6,479.24,491.84,121.89,0.36,0.00297,456.23,1705967380.7,5078.5,649.85,71.53,6,1,0,0,1,0,0,0,0.588,0.0,0,25.95,1.87,56.3,10000.0,1.0
10,16,1704577916,22,11,0.07,262.7,597.6,295.53,332.47,58.54,0.51,0.002312,315.92,1704572433.1,5483.8,583.72,48.62,3,6,1,0,0,0,0,1,0.6733,0.0,0,23.79,7.24,86.67,5314.0,1.09
5,14,1705913784,7,4,0.03,298.4,110.0,392.37,419.63,129.58,0.52,0.002714,438.91,1705910729.3,3055.7,503.43,94.53,14,0,0,0,0,1,0,0,0.3175,1.5,0,23.69,7.94,80.96,6111.4,1.23
3,5,1705812727,7,7,0.02,165.6,186.2,322.51,363.8,36.27,0.65,0.003602,290.56,1705809265.1,3462.0,852.27,233.94,10,6,1,0,0,1,0,0,0.4825,0.0,0,33.1,7.57,61.66,10000.0,1.0
3,3,1705050619,7,4,0.05,212.0,360.5,185.72,216.28,19.74,0.52,0.000756,205.52,1705045028.5,5591.4,598.22,130.96,14,4,0,0,0,1,0,0,0.4285,0.0,0,28.96,5.09,65.13,10000.0,1.0
10,15,1705166429,23,13,0.23,177.4,583.4,195.14,160.96,39.38,0.65,0.001229,207.48,1705159241.2,7187.8,706.57,97.99,22,5,1,0,0,0,0,1,0.7625,1.0,0,22.69,4.49,92.67,6659.3,1.17
10,20,1705796917,23,10,0.05,44.9,166.7,98.45,89.1,25.36,0.38,0.004407,90.47,1705794239.5,2677.7,908.06,54.05,5,6,1,0,1,0,0,0,0.6762,0.0,0,23.72,1.38,94.08,3859.7,1.12
7,20,1705018768,8,8,0.04,161.3,426.3,300.46,258.2,45.56,0.92,0.003013,344.92,1705014962.4,3806.4,852.96,154.31,5,4,0,0,1,0,0,0,0.5535,0.0,0,25.91,5.52,74.4,10000.0,1.0
2,5,1704625398,2,2,0.0,111.1,225.8,105.65,113.19,20.8,0.99,0.001966,101.17,1704620340.4,5058.0,1021.52,170.98,16,6,1,0,0,1,0,0,0.4315,0.0,0,26.54,1.09,84.91,10000.0,1.0
2,6,1706421409,5,5,0.01,11.5,590.6,52.2,58.77,9.61,0.39,0.002479,55.21,1706417552.1,3857.1,349.11,69.77,11,6,1,0,0,1,0,0,0.4039,4.7,0,24.3,1.44,79.33,6770.3,1.53
10,15,1706206503,18,4,0.08,240.9,359.5,414.71,436.51,139.06,0.72,0.002364,490.67,1706201781.8,4722.0,844.58,88.78,23,3,0,0,0,0,0,1,0.4807,0.0,0,31.26,2.66,61.43,10000.0,1.0
6,12,1704237849,10,10,0.03,115.3,397.7,16.05,13.76,5.18,0.47,0.003191,15.31,1704231433.8,6416.0,1157.17,313.47,4,2,0,0,0,0,0,1,0.559,0.0,0,21.62,1.07,87.52,4897.7,1.1
6,8,1704161097,23,16,0.07,264.0,361.3,480.3,393.59,62.15,0.33,0.001334,488.23,1704155811.9,5286.1,341.03,97.7,7,1,0,1,1,0,0,0,0.72,3.7,0,23.78,2.14,76.54,5679.5,1.46
