bus_id,stop_id,route_id,trip_id,arrival_time,report_count,unique_reporters,reports_per_minute,time_since_last_report_s,time_since_first_report_s,distance_mean,distance_median,distance_std,pct_within_radius,acc_mean,weighted_dist_mean,prev_arrival_time,time_since_last_arrival_s,t_mean,t_std,hour_of_day,day_of_week,is_weekend,is_rush_hour,is_early_morning,is_mid_day,is_evening,is_night,rain_1h,snow_1h,temperature,wind_speed,humidity,visibility,weather_delay_multiplier,weather_clear,weather_rain,weather_snow,weather_fog,weather_clouds,weather_thunderstorm,weather_unknown,traffic_level,event_nearby,confirm_prob
5,9,2,5,1706239099,19,12,2.58,165.0,378.8,259.1,238.11,69.83,0.78,0.00443,273.22,1706233189.5,5910.1,1706238895.62,95.0,8,4,0,1,1,0,0,0,0.0,0,23.48,1.89,89.53,8967.2,1.02,0,1,0,0,0,0,0,3,0,0.6946
2,1,1,2,1706178783,10,10,1.62,60.5,251.9,394.06,402.61,40.02,0.83,0.000659,432.79,1706175890.6,2893.4,1706179058.79,76.75,16,3,0,0,0,1,0,0,0.0,0,21.96,8.89,86.94,4222.4,1.12,0,0,0,1,0,0,0,2,1,0.5965
10,22,5,10,1705034458,20,10,2.25,179.9,271.4,212.18,228.79,21.42,0.73,0.0021,237.15,1705032156.2,2302.1,1705034511.22,98.79,10,4,0,0,0,1,0,0,0.0,0,31.42,6.22,51.3,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.7153
9,23,5,9,1705525830,18,18,6.52,248.4,329.1,47.76,39.33,9.56,0.85,0.003685,53.27,1705521237.7,4593.3,1705525795.08,33.75,2,3,0,0,0,0,0,1,0.8,0,24.6,6.38,76.77,5882.4,1.16,0,1,0,0,0,0,0,1,0,0.8463
3,3,1,3,1706699916,1,1,0.16,151.4,156.3,346.1,414.09,112.19,0.82,0.004776,304.97,1706695062.8,4854.0,1706700204.54,37.23,16,2,0,0,0,1,0,0,0.0,0,32.0,6.28,61.72,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.2784
4,8,2,4,1706510967,3,3,1.29,116.2,309.3,245.64,239.27,93.64,0.79,0.00334,201.41,1706504285.9,6681.1,1706511212.7,157.14,12,0,0,0,0,1,0,0,0.0,0,22.34,4.59,79.5,5525.4,1.09,0,1,0,0,0,0,0,2,0,0.3462
3,4,1,3,1705332180,10,7,3.95,272.3,194.8,143.26,158.12,33.65,0.84,0.000794,142.54,1705330199.1,1981.5,1705331918.24,181.76,20,0,0,0,0,0,1,0,0.3,0,25.19,9.1,83.22,6389.4,1.1,0,1,0,0,0,0,0,1,0,0.5601
10,22,5,10,1705839942,16,7,4.02,249.2,485.4,315.97,315.27,124.45,0.4,0.003763,276.94,1705836316.2,3626.6,1705839828.09,189.67,17,6,1,1,0,0,1,0,6.8,0,23.1,4.76,75.44,7880.0,1.73,0,1,0,0,0,0,0,3,0,0.4528
2,2,1,2,1705841290,17,2,4.16,165.1,487.5,278.93,291.53,46.82,0.89,0.002429,238.87,1705835904.0,5386.6,1705841120.3,24.02,18,6,1,1,0,0,1,0,4.0,0,24.76,8.08,89.99,6162.4,1.47,0,1,0,0,0,0,0,3,0,0.5658
2,1,1,2,1704998882,19,17,9.13,81.3,148.9,171.81,189.45,43.95,0.44,0.00445,197.89,1704992381.9,6501.1,1704998726.26,92.99,0,4,0,0,0,0,0,1,0.0,0,29.91,1.24,80.44,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7277
5,8,2,5,1705296710,12,1,3.03,240.5,260.8,231.33,221.84,29.62,0.61,0.00138,202.34,1705294402.3,2307.8,1705296624.13,152.71,11,0,0,0,0,1,0,0,0.0,0,25.66,6.78,71.25,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4511
6,12,3,6,1706426314,20,6,2.52,98.4,522.9,454.01,413.5,179.36,0.4,0.001409,396.66,1706419687.4,6627.5,1706426407.53,34.66,12,6,1,0,0,1,0,0,1.2,0,25.69,8.23,76.67,8529.7,1.15,0,1,0,0,0,0,0,2,0,0.4303
9,25,5,9,1706618992,23,13,7.0,299.1,589.1,331.51,282.42,101.46,0.37,0.000632,374.33,1706616059.5,2932.7,1706618919.6,194.82,18,1,0,1,0,0,1,0,0.8,0,23.78,7.84,93.36,5443.0,1.17,0,1,0,0,0,0,0,3,1,0.6426
1,1,1,1,1706444759,12,9,3.3,150.8,507.3,174.25,151.51,54.65,0.88,0.000953,156.12,1706442192.6,2566.6,1706444668.02,92.82,17,6,1,1,0,0,1,0,0.0,0,24.49,4.17,93.46,5483.7,1.09,0,0,0,1,0,0,0,3,0,0.6
5,6,2,5,1705340976,3,1,2.25,204.5,235.6,346.3,286.69,52.8,0.9,0.001522,392.99,1705337668.2,3308.1,1705341062.07,140.36,23,0,0,0,0,0,0,1,0.0,0,30.13,2.91,56.11,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.378
6,12,3,6,1704903629,20,14,2.21,73.7,496.0,38.96,45.17,11.5,0.91,0.000501,33.8,1704899724.4,3904.7,1704903556.77,49.21,21,2,0,0,0,0,0,1,1.0,0,22.77,5.31,83.26,8209.4,1.13,0,1,0,0,0,0,0,1,0,0.8209
3,4,1,3,1705208182,6,6,0.84,292.0,506.1,352.66,400.55,139.14,0.73,0.003016,370.75,1705203506.5,4676.4,1705208264.01,92.72,10,6,1,0,0,1,0,0,0.0,0,21.31,3.37,86.56,3273.4,1.13,0,0,0,1,0,0,0,2,0,0.3698
9,22,5,9,1705585906,11,3,4.73,220.4,383.4,41.6,47.88,15.11,0.53,0.002032,49.74,1705580725.3,5181.4,1705585925.45,168.44,19,3,0,1,0,0,1,0,0.0,0,27.85,3.41,58.58,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4681
2,2,1,2,1705569521,16,5,2.66,38.9,110.7,455.72,486.56,158.95,0.92,0.003073,458.9,1705565397.2,4124.3,1705569411.67,89.75,14,3,0,0,0,1,0,0,0.0,0,32.74,9.03,62.04,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4911
6,15,3,6,1705660576,20,19,8.2,156.1,116.3,198.41,197.43,58.66,0.97,0.003203,217.74,1705656042.4,4533.8,1705660656.65,18.83,16,4,0,0,0,1,0,0,0.0,0,25.53,5.25,72.24,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.8594
7,12,3,7,1704464342,1,1,0.21,62.8,389.8,147.53,130.24,37.62,0.3,0.000534,130.96,1704462344.2,1998.3,1704464107.28,71.08,19,4,0,1,0,0,1,0,0.0,0,33.03,5.61,61.44,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.2502
5,8,2,5,1706512905,24,5,8.26,246.4,347.1,441.13,454.33,48.04,0.77,0.000702,432.42,1706506086.7,6818.9,1706512704.76,81.03,12,0,0,0,0,1,0,0,0.0,0,32.3,7.04,67.65,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.6695
6,12,3,6,1705817583,13,7,1.36,217.8,526.0,11.03,11.99,3.85,0.33,0.004422,9.96,1705812191.0,5392.6,1705817763.77,134.22,11,6,1,0,0,1,0,0,0.0,0,24.55,5.95,76.93,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.5228
2,3,1,2,1705167189,9,7,2.16,195.6,409.1,445.14,462.71,111.57,0.4,0.001021,383.59,1705164461.4,2728.0,1705167272.11,149.49,23,5,1,0,0,0,0,1,0.0,0,23.18,8.38,95.78,6965.1,1.06,0,0,0,1,0,0,0,1,0,0.3809
10,23,5,10,1705485221,1,1,0.25,273.5,496.3,115.87,114.32,39.98,0.35,0.002243,132.17,1705481240.0,3981.0,1705484967.65,110.79,15,2,0,0,0,1,0,0,0.0,0,29.17,3.04,76.81,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.2565
3,2,1,3,1705275319,15,9,3.44,99.1,374.4,191.87,199.63,59.8,0.78,0.002185,166.31,1705271194.9,4124.9,1705275105.31,178.57,5,0,0,0,1,0,0,0,0.0,0,22.08,6.81,87.01,3101.8,1.14,0,0,0,1,0,0,0,1,0,0.6116
1,2,1,1,1704987845,17,17,2.5,183.7,256.9,116.77,139.56,27.58,0.78,0.001132,116.09,1704985897.3,1948.7,1704987849.27,192.98,21,3,0,0,0,0,0,1,1.0,0,22.23,2.44,75.62,6551.9,1.17,0,1,0,0,0,0,0,1,0,0.7878
7,16,3,7,1706079505,21,10,2.33,39.3,576.2,163.84,189.3,46.02,0.88,0.004928,149.98,1706072515.6,6990.1,1706079439.38,80.17,12,2,0,0,0,1,0,0,0.0,0,26.04,2.39,75.83,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.7317
5,7,2,5,1705480298,10,2,3.77,62.4,91.1,177.8,161.46,69.33,0.69,0.002063,183.52,1705477747.2,2551.7,1705480265.3,127.12,14,2,0,0,0,1,0,0,0.0,0,29.89,9.94,58.04,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4188
7,11,3,7,1705699268,7,7,14.75,145.3,353.2,121.6,144.17,45.34,0.81,0.0029,139.59,1705696762.7,2505.5,1705699442.55,29.34,2,5,1,0,0,0,0,1,0.0,0,24.77,9.5,88.58,6508.4,1.07,0,0,0,1,0,0,0,1,0,0.5048
4,7,2,4,1705322255,12,12,1.59,150.1,223.3,250.79,253.05,67.42,0.61,0.003226,292.8,1705318498.9,3756.2,1705322390.6,179.42,18,0,0,1,0,0,1,0,0.0,0,22.74,6.32,90.76,5408.5,1.09,0,0,0,1,0,0,0,3,0,0.5784
6,13,3,6,1705332844,8,8,1.8,254.9,542.3,40.6,46.83,9.52,0.66,0.00332,47.53,1705330941.7,1903.2,1705332831.04,139.11,21,0,0,0,0,0,0,1,0.0,0,28.34,2.21,78.85,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5379
4,6,2,4,1705002390,9,3,4.14,287.4,64.8,498.93,534.22,173.9,0.51,0.000564,546.4,1704996086.3,6304.4,1705002534.93,32.86,1,4,0,0,0,0,0,1,0.0,0,28.52,6.93,80.38,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.2803
7,13,3,7,1706265228,8,8,1.1,87.7,431.2,22.0,20.3,5.83,0.74,0.003097,23.74,1706263395.5,1832.9,1706264988.94,174.44,16,4,0,0,0,1,0,0,2.3,0,22.68,5.3,91.84,5968.9,1.31,0,1,0,0,0,0,0,2,0,0.5587
2,3,1,2,1705960005,2,2,0.49,91.3,142.3,140.42,113.58,38.61,0.89,0.00297,124.65,1705958023.5,1981.8,1705959834.04,86.14,3,1,0,0,0,0,0,1,2.9,0,23.13,5.09,89.4,8467.7,1.32,0,1,0,0,0,0,0,1,0,0.3933
9,25,5,9,1705553471,18,14,2.18,242.2,358.4,264.88,227.04,88.1,0.49,0.002735,242.03,1705550949.2,2522.7,1705553549.58,15.59,10,3,0,0,0,1,0,0,2.8,0,23.91,1.42,75.0,7044.5,1.34,0,1,0,0,0,0,0,2,0,0.6359
1,1,1,1,1705926683,9,6,3.56,223.6,230.8,59.93,56.58,10.85,0.89,0.00191,66.85,1705920066.9,6616.1,1705926643.35,182.44,18,0,0,1,0,0,1,0,0.9,0,27.78,5.44,76.79,7748.1,1.14,0,1,0,0,0,0,0,3,0,0.5651
3,5,1,3,1705741389,15,11,2.24,290.0,471.0,475.88,514.43,90.14,0.37,0.004018,503.32,1705739329.0,2060.2,1705741305.22,191.58,14,5,1,0,0,1,0,0,1.4,0,24.6,4.32,84.15,5835.5,1.22,0,1,0,0,0,0,0,2,0,0.5296
1,1,1,1,1704233504,13,13,2.34,127.7,448.6,191.87,220.25,61.23,0.75,0.004083,211.36,1704231510.1,1994.1,1704233441.05,186.51,3,2,0,0,0,0,0,1,0.0,0,20.75,1.47,94.58,6898.4,1.06,0,0,0,1,0,0,0,1,0,0.6404
6,16,3,6,1705282455,4,4,1.07,22.1,120.2,262.77,238.34,92.14,0.31,0.002206,245.68,1705280551.2,1904.4,1705282230.16,85.66,7,0,0,1,1,0,0,0,1.4,0,24.43,1.09,85.62,7380.5,1.19,0,1,0,0,0,0,0,3,0,0.2779
7,15,3,7,1706584390,1,1,0.13,158.8,587.0,71.52,57.7,23.68,0.87,0.001041,64.81,1706582495.2,1894.8,1706584266.02,155.76,8,1,0,1,1,0,0,0,0.0,0,30.18,4.35,56.96,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.3763
7,15,3,7,1704856882,13,7,1.48,204.3,355.4,416.58,434.27,78.04,0.44,0.001185,483.15,1704851248.2,5634.7,1704857145.39,122.64,8,2,0,1,1,0,0,0,0.0,0,26.84,7.04,66.19,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4719
5,6,2,5,1706650021,24,18,3.71,170.6,479.5,110.44,120.41,31.58,0.93,0.004312,102.27,1706646729.8,3291.7,1706650310.44,107.82,2,2,0,0,0,0,0,1,0.0,0,25.44,8.29,87.13,5571.3,1.09,0,0,0,1,0,0,0,1,0,0.9119
1,5,1,1,1704993785,9,9,12.85,48.5,64.2,319.15,312.47,44.77,0.97,0.002883,286.2,1704989282.4,4503.3,1704993893.42,19.87,22,3,0,0,0,0,0,1,0.0,0,25.65,5.14,81.14,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5923
6,14,3,6,1705198059,6,6,2.78,19.7,515.6,490.78,548.33,174.79,0.47,0.004823,431.29,1705191121.4,6937.7,1705198355.97,143.79,7,6,1,1,1,0,0,0,0.0,0,34.81,3.34,61.39,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.2811
6,15,3,6,1705625509,22,18,2.24,61.1,488.0,454.87,535.6,176.51,0.67,0.004898,501.69,1705622836.9,2673.0,1705625496.08,145.07,6,4,0,0,1,0,0,0,0.6,0,25.84,6.09,88.33,5650.8,1.14,0,1,0,0,0,0,0,1,0,0.6905
2,3,1,2,1705390937,5,5,0.64,116.2,358.1,404.33,330.91,138.45,0.42,0.002816,454.19,1705387766.9,3170.6,1705390785.05,83.54,13,1,0,0,0,1,0,0,4.5,0,22.0,9.91,93.03,5615.2,1.54,0,1,0,0,0,0,0,2,1,0.2815
7,13,3,7,1705372798,17,3,4.28,227.5,556.0,475.96,490.64,98.59,0.85,0.00163,488.15,1705369061.8,3736.3,1705372892.07,51.88,8,1,0,1,1,0,0,0,0.0,0,21.15,5.55,96.94,3407.2,1.13,0,0,0,1,0,0,0,3,0,0.5207
5,10,2,5,1704169906,17,2,2.49,71.3,292.9,362.39,371.57,82.72,0.53,0.004278,310.76,1704165783.9,4122.6,1704170148.72,169.94,10,1,0,0,0,1,0,0,0.0,0,26.41,8.41,80.26,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.457
4,9,2,4,1705523558,8,8,2.65,180.2,77.7,321.66,304.21,60.66,0.92,0.00257,269.56,1705517294.5,6264.4,1705523287.54,146.72,2,3,0,0,0,0,0,1,0.0,0,24.64,5.64,89.58,6299.2,1.07,0,0,0,1,0,0,0,1,0,0.5385
3,5,1,3,1704229885,5,5,59.92,127.9,342.2,36.77,43.73,6.17,0.51,0.001868,32.81,1704228077.3,1808.0,1704230022.91,193.53,2,2,0,0,0,0,0,1,0.5,0,25.98,4.8,89.84,8393.7,1.08,0,1,0,0,0,0,0,1,0,0.4314
7,15,3,7,1704966164,19,14,14.32,104.4,599.8,208.82,185.47,68.65,0.68,0.001173,198.85,1704962126.9,4038.1,1704966317.29,9.03,15,3,0,0,0,1,0,0,0.0,0,27.69,3.42,60.35,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.7053
5,8,2,5,1705375600,4,4,1.32,215.8,469.9,60.23,60.57,15.22,0.56,0.004698,68.12,1705370035.6,5564.9,1705375729.1,95.03,8,1,0,1,1,0,0,0,0.0,0,29.53,7.56,78.89,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4045
7,15,3,7,1704808193,9,9,4.09,201.2,145.0,68.25,75.48,20.56,0.6,0.002972,63.12,1704803788.1,4405.5,1704808197.56,80.51,19,1,0,1,0,0,1,0,4.7,0,22.1,8.18,90.64,5497.5,1.56,0,1,0,0,0,0,0,3,0,0.5434
8,20,4,8,1706265576,24,19,3.39,162.6,352.0,220.5,203.64,53.95,0.38,0.004827,239.41,1706258633.5,6943.3,1706265412.85,176.47,16,4,0,0,0,1,0,0,0.0,0,24.85,3.85,93.8,5500.1,1.09,0,0,0,1,0,0,0,2,0,0.7956
4,10,2,4,1705394128,7,7,1.11,173.7,509.7,453.98,365.39,137.2,0.34,0.00297,415.42,1705390671.5,3456.6,1705394039.85,126.15,14,1,0,0,0,1,0,0,0.0,0,22.0,1.62,94.53,4618.1,1.11,0,0,0,1,0,0,0,2,0,0.3191
3,1,1,3,1704863685,9,9,1.32,26.3,170.9,196.91,234.87,66.05,0.81,0.001023,219.04,1704857645.1,6040.5,1704863746.24,198.12,10,2,0,0,0,1,0,0,0.8,0,27.65,5.05,93.29,5045.9,1.18,0,1,0,0,0,0,0,2,1,0.5396
9,24,5,9,1704350690,9,5,4.58,176.7,170.4,264.66,219.56,74.54,0.66,0.003831,278.49,1704345922.7,4767.9,1704350804.44,33.07,12,3,0,0,0,1,0,0,0.0,0,30.95,9.33,53.44,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4408
4,8,2,4,1705224131,19,3,2.92,83.9,68.2,482.86,434.74,146.21,0.79,0.003245,446.72,1705220867.4,3263.9,1705224189.95,173.89,14,6,1,0,0,1,0,0,0.0,0,29.68,2.39,67.12,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.4857
4,7,2,4,1706032099,21,4,2.98,205.6,280.4,17.54,18.13,3.09,0.62,0.004809,16.83,1706025764.4,6334.9,1706031912.44,136.13,23,1,0,0,0,0,0,1,0.0,0,34.77,1.07,52.04,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6319
1,2,1,1,1704359485,15,4,3.42,218.4,64.9,298.83,312.37,87.05,0.47,0.003713,249.99,1704356609.2,2876.1,1704359711.73,149.05,14,3,0,0,0,1,0,0,0.0,0,20.08,3.44,88.23,3857.6,1.12,0,0,0,1,0,0,0,2,0,0.4468
10,22,5,10,1704238268,1,1,0.17,114.8,239.8,443.63,422.92,110.04,0.5,0.00404,425.43,1704233694.7,4573.5,1704238120.17,197.59,5,2,0,0,1,0,0,0,0.0,0,21.75,2.86,95.02,4710.0,1.11,0,0,0,1,0,0,0,1,0,0.2166
7,16,3,7,1704933708,22,5,3.29,237.3,305.3,318.82,286.73,99.36,0.6,0.002491,337.86,1704926852.9,6855.9,1704933447.2,165.82,6,3,0,0,1,0,0,0,0.0,0,25.75,1.2,73.88,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.5595
7,14,3,7,1705407820,22,4,10.16,87.9,445.0,15.63,15.06,5.9,0.38,0.002824,17.42,1705400930.5,6889.7,1705407968.25,145.51,17,1,0,1,0,0,1,0,0.0,0,24.96,1.07,90.8,6223.4,1.08,0,0,0,1,0,0,0,3,0,0.5938
4,7,2,4,1705250450,23,13,7.34,274.6,574.5,170.1,160.2,42.81,0.96,0.004443,143.06,1705246529.7,3920.7,1705250482.5,103.11,22,6,1,0,0,0,0,1,0.0,0,26.94,7.09,67.18,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.8199
2,4,1,2,1706302117,22,9,13.15,203.7,156.8,350.04,312.18,47.35,0.42,0.000509,380.66,1706296362.0,5755.0,1706302125.97,36.47,2,5,1,0,0,0,0,1,0.0,0,24.5,2.49,65.38,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.6348
3,5,1,3,1704727463,15,15,6.55,158.2,388.2,130.22,107.19,28.3,0.46,0.001488,154.18,1704722335.5,5128.0,1704727497.62,86.08,20,0,0,0,0,0,1,0,0.0,0,22.57,7.32,92.03,5785.7,1.08,0,0,0,1,0,0,0,1,0,0.6695
1,5,1,1,1705408492,22,1,3.47,162.1,122.3,306.76,259.79,61.71,0.4,0.003614,270.72,1705404576.2,3916.0,1705408729.66,44.84,18,1,0,1,0,0,1,0,0.0,0,27.05,1.16,73.39,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.4973
2,4,1,2,1704255166,15,11,2.17,79.7,65.4,364.49,369.69,127.88,0.87,0.004295,362.31,1704251565.4,3601.6,1704255341.92,93.0,9,2,0,1,0,1,0,0,0.0,0,25.1,8.94,82.1,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.5921
8,21,4,8,1704290413,18,18,6.27,66.3,82.7,244.84,213.67,79.06,0.89,0.002955,292.01,1704286181.1,4232.6,1704290421.71,197.9,19,2,0,1,0,0,1,0,0.5,0,27.66,1.63,75.86,6785.5,1.12,0,1,0,0,0,0,0,3,0,0.7856
8,21,4,8,1705656795,20,11,3.03,214.1,64.5,116.66,124.2,28.6,0.3,0.00412,129.39,1705652034.5,4761.5,1705656535.84,154.47,15,4,0,0,0,1,0,0,0.0,0,23.5,8.23,95.17,6007.0,1.08,0,0,0,1,0,0,0,2,0,0.6371
9,25,5,9,1704447121,19,12,2.55,55.1,165.3,446.3,490.93,166.23,0.83,0.003187,473.82,1704440519.9,6601.3,1704447168.44,128.32,15,4,0,0,0,1,0,0,0.0,0,24.94,7.45,74.48,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.608
8,20,4,8,1704618442,13,2,3.03,272.8,333.8,102.08,84.81,31.53,0.57,0.004198,108.59,1704612343.1,6099.7,1704618306.0,140.01,14,6,1,0,0,1,0,0,0.6,0,27.63,3.43,87.73,6298.0,1.14,0,1,0,0,0,0,0,2,0,0.4681
4,8,2,4,1705912709,4,4,1.48,200.3,500.1,391.23,432.05,61.16,0.36,0.003645,370.63,1705908574.7,4134.7,1705912428.05,55.62,14,0,0,0,0,1,0,0,0.0,0,20.2,6.02,96.43,3973.6,1.12,0,0,0,1,0,0,0,2,0,0.3192
4,8,2,4,1705815468,24,14,2.7,101.0,546.5,498.12,562.96,176.07,0.47,0.003095,411.89,1705813155.9,2312.6,1705815767.77,68.69,11,6,1,0,0,1,0,0,0.0,0,24.49,9.98,95.49,6432.1,1.07,0,0,0,1,0,0,0,2,0,0.6168
2,3,1,2,1704216789,17,3,55.61,111.3,483.2,287.43,265.9,85.17,0.46,0.000565,317.82,1704211621.1,5168.2,1704216946.72,12.59,23,1,0,0,0,0,0,1,0.0,0,29.02,6.07,77.39,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.4563
5,8,2,5,1706342010,19,4,1.92,228.2,298.8,356.62,340.82,60.15,0.72,0.004677,417.84,1706338364.7,3646.3,1706342027.58,46.27,13,5,1,0,0,1,0,0,10.9,0,27.89,7.44,87.99,8217.7,2.12,0,1,0,0,0,0,0,2,0,0.5714
9,22,5,9,1704243278,18,18,15.32,277.9,401.1,36.65,38.77,14.38,0.35,0.002996,40.28,1704237102.6,6175.4,1704243226.3,44.81,6,2,0,0,1,0,0,0,0.0,0,24.25,5.08,76.59,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.7414
3,2,1,3,1704280087,1,1,0.22,139.2,430.3,456.0,481.36,176.05,0.92,0.00313,516.89,1704274818.0,5269.9,1704279835.06,149.41,16,2,0,0,0,1,0,0,0.0,0,20.57,1.6,92.72,5810.6,1.08,0,0,0,1,0,0,0,2,0,0.2344
3,2,1,3,1706496422,14,11,6.43,259.6,538.5,106.36,116.46,19.78,0.86,0.004988,86.37,1706489776.7,6645.8,1706496496.0,194.81,8,0,0,1,1,0,0,0,0.0,0,29.65,1.56,66.95,10000.0,1.0,1,0,0,0,0,0,0,3,0,0.6856
7,14,3,7,1704282306,17,17,1.99,281.7,106.0,198.94,164.81,32.48,0.46,0.002611,180.53,1704279961.6,2345.3,1704282107.36,33.72,17,2,0,1,0,0,1,0,7.2,0,26.56,3.51,94.36,6759.0,1.79,0,1,0,0,0,0,0,3,0,0.7186
9,25,5,9,1704939850,24,10,9.14,109.8,424.0,40.66,35.95,13.93,0.4,0.002042,46.59,1704937213.6,2636.6,1704939599.8,99.48,7,3,0,1,1,0,0,0,0.0,0,21.81,2.23,92.32,6215.2,1.08,0,0,0,1,0,0,0,3,0,0.7046
1,2,1,1,1705426078,24,3,209.64,56.4,532.7,226.46,270.32,49.53,0.8,0.001769,214.12,1705423248.8,2829.9,1705425986.94,111.71,22,1,0,0,0,0,0,1,0.0,0,25.95,1.4,93.63,3797.0,1.12,0,0,0,1,0,0,0,1,0,0.6436
7,15,3,7,1705555943,8,8,1.68,198.5,362.2,346.65,368.57,46.83,0.86,0.001055,374.18,1705551895.9,4047.2,1705555951.39,181.14,11,3,0,0,0,1,0,0,0.0,0,33.9,5.59,66.36,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.5411
10,25,5,10,1705445229,22,4,2.27,280.0,460.5,146.91,125.27,52.36,0.42,0.004344,146.37,1705441233.8,3995.4,1705445471.08,122.75,4,2,0,0,0,0,0,1,0.0,0,23.46,8.07,92.26,4484.7,1.11,0,0,0,1,0,0,0,1,0,0.5548
1,3,1,1,1706542215,17,5,9.34,203.5,179.1,116.92,134.42,20.45,0.48,0.000503,134.26,1706536135.7,6080.0,1706542292.13,151.3,21,0,0,0,0,0,0,1,0.3,0,24.75,5.38,82.02,5375.1,1.13,0,1,0,0,0,0,0,1,0,0.5554
7,14,3,7,1704219633,8,8,0.86,236.8,378.6,13.15,14.59,4.09,0.73,0.003922,13.22,1704214031.2,5602.0,1704219894.34,78.28,23,1,0,0,0,0,0,1,0.0,0,28.25,7.07,74.51,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.558
8,18,4,8,1704244412,8,8,1.29,273.6,335.3,255.63,209.64,28.24,0.69,0.002472,290.31,1704241745.2,2667.7,1704244127.86,92.56,6,2,0,0,1,0,0,0,0.5,0,22.3,6.47,89.49,5446.4,1.15,0,1,0,0,0,0,0,1,0,0.5249
7,14,3,7,1704518701,11,8,5.33,21.4,367.0,329.24,291.15,87.89,0.9,0.004258,385.52,1704514926.0,3775.8,1704518592.59,151.14,10,5,1,0,0,1,0,0,0.0,0,29.31,3.55,51.75,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.544
7,13,3,7,1704830802,8,8,1.25,181.2,412.8,104.23,95.71,29.8,0.72,0.002778,98.0,1704824072.7,6729.8,1704830706.44,93.85,1,2,0,0,0,0,0,1,0.0,0,24.07,4.92,92.06,4387.5,1.11,0,0,0,1,0,0,0,1,0,0.5301
3,4,1,3,1704836710,8,1,8.28,297.6,352.1,492.57,579.07,116.17,0.44,0.001242,441.34,1704831076.1,5634.7,1704836574.54,71.58,3,2,0,0,0,0,0,1,0.0,0,26.69,2.7,83.26,10000.0,1.0,1,0,0,0,0,0,0,1,0,0.2826
10,22,5,10,1704253569,20,8,3.44,271.8,501.4,380.95,313.24,38.88,0.45,0.003486,367.42,1704249596.9,3973.0,1704253800.65,179.63,9,2,0,1,0,1,0,0,0.0,0,25.46,3.44,89.08,5764.2,1.08,0,0,0,1,0,0,0,3,0,0.6109
10,22,5,10,1704605167,20,1,16.09,206.2,572.9,77.17,84.39,22.36,0.71,0.002256,72.7,1704603123.0,2044.3,1704604998.07,7.96,10,6,1,0,0,1,0,0,0.0,0,30.81,8.86,52.12,10000.0,1.0,1,0,0,0,0,0,0,2,0,0.5743
7,12,3,7,1705907796,18,10,5.42,8.2,506.3,402.48,338.8,109.9,0.62,0.001034,479.85,1705904836.9,2959.4,1705907536.58,121.0,12,0,0,0,0,1,0,0,0.0,0,24.43,5.79,85.42,5634.9,1.09,0,0,0,1,0,0,0,2,0,0.5811
3,1,1,3,1704541381,22,9,55.21,235.7,189.6,80.71,68.3,8.73,0.67,0.001482,96.51,1704536479.9,4902.0,1704541164.62,139.31,17,5,1,1,0,0,1,0,4.6,0,26.47,8.15,76.53,8583.5,1.48,0,1,0,0,0,0,0,3,0,0.7236
